url,path,depth,hops,level,money_page,hub,authority_percent
https://simplyenak.com/tours/locations/food-tours-penang,/tours/locations/food-tours-penang,3,3,subpage,True,/tours/locations,61.4
https://simplyenak.com/tours/locations/georgetown-heritage-food-tour,/tours/locations/georgetown-heritage-food-tour,3,3,subpage,True,/tours/locations,61.4
https://simplyenak.com/tours/locations/gurney-drive-food-tour,/tours/locations/gurney-drive-food-tour,3,3,subpage,True,/tours/locations,61.4
https://simplyenak.com/tours/locations/kampung-baru-food-tour,/tours/locations/kampung-baru-food-tour,3,3,subpage,True,/tours/locations,61.4
https://simplyenak.com/tours/locations/little-india-food-tour-kuala-lumpur,/tours/locations/little-india-food-tour-kuala-lumpur,3,3,subpage,True,/tours/locations,61.4
https://simplyenak.com/tours/locations/little-india-food-tour-penang,/tours/locations/little-india-food-tour-penang,3,3,subpage,True,/tours/locations,61.4
https://simplyenak.com/tours/locations/malaysia-food-tours,/tours/locations/malaysia-food-tours,3,3,subpage,True,/tours/locations,61.4
https://simplyenak.com/tours/locations/pudu-food-tour-kuala-lumpur,/tours/locations/pudu-food-tour-kuala-lumpur,3,3,subpage,True,/tours/locations,61.4
https://simplyenak.com/tours/locations/queensbay-food-tour-penang,/tours/locations/queensbay-food-tour-penang,3,3,subpage,True,/tours/locations,61.4
https://simplyenak.com/tours/locations/tanjung-bungah-food-tour-penang,/tours/locations/tanjung-bungah-food-tour-penang,3,3,subpage,True,/tours/locations,61.4
https://simplyenak.com/tours/packages/kuala-lumpur-food-experience,/tours/packages/kuala-lumpur-food-experience,3,3,subpage,True,,61.4
https://simplyenak.com/tours/packages/penang-food-experience,/tours/packages/penang-food-experience,3,3,subpage,True,,61.4
https://simplyenak.com/tours/packages/ultimate-malaysia-food-experience,/tours/packages/ultimate-malaysia-food-experience,3,3,subpage,True,,61.4
https://simplyenak.com/tours/penang-street-food,/tours/penang-street-food,2,2,category,False,,72.2
https://simplyenak.com/tours/private-tours,/tours/private-tours,2,2,category,False,,72.2
https://simplyenak.com/tours/private-tours/private-food-tour-kuala-lumpur,/tours/private-tours/private-food-tour-kuala-lumpur,3,3,subpage,False,,61.4
https://simplyenak.com/tours/private-tours/private-food-tour-penang,/tours/private-tours/private-food-tour-penang,3,3,subpage,False,,61.4
https://simplyenak.com/tours/secrets-of-kl-nightlife-street-art-and-cocktails,/tours/secrets-of-kl-nightlife-street-art-and-cocktails,2,2,category,False,,72.2
https://simplyenak.com/tours/segments,/tours/segments,2,2,category,False,,72.2
https://simplyenak.com/tours/segments/food-tours-for-chefs,/tours/segments/food-tours-for-chefs,3,3,subpage,True,/tours/segments,61.4
